Unit,PlantGroup,Specie,Tto,DroughtNum,Sp,Specie_number,tto_number,ST,Pot,PotN,pH,rootN,rootC,leafN,leafC,soilN,soilC,WSA,shootmass,LDMC,SLA,rootmass,diameter,RTD,SRL,SRSA,PathogensOLD,SaprotrophsOLD,MutualistsOLD,MIXOLD,S_Patho,S_Sapro,S_Mutual,PCo1_Patho,PCo2_Patho,PCo1_Sapro,PCo2_Sapro,PCo1_Mutual_EMF,PCo2_Mutual_EMF,PCo1_Mutual,PCo2_Mutual,SpecieY,Pathogens2,Saprotrophs2,Mutualists2,S_ALL,PCo1_ALL_EMF,PCo2_ALL_EMF,PCo1_ALL,PCo2_ALL,Speciex,Ttox,Phylog_1,Phylog_2,Phylog_3,Phylog_4,CP1_leaft,CP2_leaft,CP1_soilprop,CP2_soilprop,CP1_root,CP2_root,ID_phase1
,Herbs,H_Hieracium,Drought,1,Hieracium,8,1000,Hieracium_Drought,86m,86,6.58,8.55,411.74,12.64,414.33,0.66,8.07,39.47,2426.8,213.3,116,1440.38,0.31,228.01,5.82,0.57,19.66426859,36.33093525,24.94004796,19.0647482,10,22,12,-0.027948406,-0.040595739,-0.017140239,-0.01199563,-0.012587487,-0.04896218,-0.01334,-0.05056,H_Hieracium,4.486390371,8.28887977,5.69005608,136,-0.00044,-0.00464,-0.00046,-0.0047,H_Hieracium,Drought,95.68602831,95.66174217,75.41017096,14.00810448,-0.49,-0.48,-0.04,-0.14,-0.15,-0.52,
,Herbs,H_Hieracium,Drought,1,Hieracium,8,1000,Hieracium_Drought,87m,87,6.47,6.05,371.85,10.97,388.68,0.73,7.8,23.68,3353.4,137.99,214.29,1198.347,0.28,204.83,7.8,0.69,15.33292608,40.56200367,28.10018326,16.00488699,6,20,5,0.006248527,0.030831354,-0.020684462,-0.001276155,0.002187148,0.016218819,0.00228,0.01572,H_Hieracium,3.282762229,8.684279362,6.01621763,96,0.0041,-0.00133,0.00412,-0.00141,H_Hieracium,Drought,95.68602831,95.66174217,75.41017096,14.00810448,-0.73,0.08,0.18,-1.12,0.39,-0.56,
,Herbs,H_Hieracium,Drought,1,Hieracium,8,1000,Hieracium_Drought,88m,88,6.65,8.4,387.73,16.68,471.63,0.56,6.87,31.23,2979.1,186.29,188.59,632.88,0.26,191.46,10.22,0.82,18.94150418,32.03342618,26.64809656,22.37697307,6,12,5,-0.016385408,0.021334643,-0.021611599,-0.007487463,0.001976461,0.020277481,0.00205,0.02001,H_Hieracium,2.671205971,4.517480686,3.758020165,106,0.00053,-0.01527,0.00052,-0.01541,H_Hieracium,Drought,95.68602831,95.66174217,75.41017096,14.00810448,0.51,-0.93,-0.79,-0.29,0.4,-0.94,
,Herbs,H_Hieracium,Drought,1,Hieracium,8,1000,Hieracium_Drought,89m,89,6.6,6.51,366.08,13.85,417.68,0.68,7.65,14.84,3313.2,122.14,117.71,599.4,0.28,204.82,8.08,0.7,21.71314741,27.95484728,33.00132802,17.33067729,9,17,6,-0.000664499,0.014147194,-0.008924266,0.000979051,0.000499645,0.013726158,0.00047,0.01307,H_Hieracium,4.237397953,5.455487884,6.440326552,112,0.00353,-0.00259,0.00355,-0.00267,H_Hieracium,Drought,95.68602831,95.66174217,75.41017096,14.00810448,-0.22,-0.25,-0.02,-1.08,0.33,-0.76,
,Herbs,H_Hieracium,Drought,1,Hieracium,8,1000,Hieracium_Drought,90m,90,6.58,7.37,384.35,10.82,338.16,0.64,7.17,63.27,2804.9,159.64,163.8,388,0.26,219.5,8.71,0.71,50.70046698,20.9472982,11.47431621,16.87791861,6,21,6,-0.005846212,-0.025597592,-0.014674652,-0.003103845,0.001555465,0.024207443,0.00162,0.02419,H_Hieracium,9.882964889,4.083224967,2.236671001,100,0.00232,-0.00239,0.00232,-0.00246,H_Hieracium,Drought,95.68602831,95.66174217,75.41017096,14.00810448,-1.4,0.42,-0.5,0.79,0.26,-0.87,
,Herbs,H_Artemisia,Control,0,Artemisia,9,500,Artemisia_Control,91m,91,6.52,13.23,404.44,22.26,319.88,0.69,8.48,42.74,2228.8,145.14,153.9,1521.673,0.64,572.67,0.54,0.11,34.66666667,35.01449275,8.463768116,21.85507246,8,18,6,0.001932345,-0.0252765,0.00260273,0.000151948,-0.003120291,-0.011941114,-0.00337,-0.01465,H_Artemisia,7.737094061,7.814723768,1.88898952,118,-0.00084,0.00558,-0.00087,0.00555,H_Artemisia,Control,95.88596126,96.4107383,76.29374416,14.23230097,-0.98,0.31,0.19,-0.18,-2.42,0.28,
,Herbs,H_Artemisia,Control,0,Artemisia,9,500,Artemisia_Control,92m,92,6.96,6.97,344.48,16.93,377.45,0.68,8.6,48.48,2514.9,112.66,152.36,2025.3,0.26,343.44,5.59,0.45,25.99150142,16.14730878,35.90651558,21.95467422,8,17,6,-0.021852195,-0.011417218,-0.009864853,0.006714891,0.004969731,0.012066283,0.00526,0.01131,H_Artemisia,5.167558434,3.210363278,7.138834131,111,0.00318,-0.01163,0.0032,-0.01175,H_Artemisia,Control,95.88596126,96.4107383,76.29374416,14.23230097,-0.62,-0.13,0.19,1.41,0.12,-0.13,
,Herbs,H_Artemisia,Control,0,Artemisia,9,500,Artemisia_Control,93m,93,6.9,6.85,414.88,22.93,408.45,0.6,7.8,51.69,2421.9,160.42,156.42,1452.58,0.21,206.65,13.62,0.91,18.22272216,31.77727784,19.6287964,30.3712036,9,32,5,-0.007690746,0.017085968,-0.031630643,-0.009309045,0.003094252,0.017144476,0.00324,0.0167,H_Artemisia,4.32,7.533333333,4.653333333,145,0.00073,-0.01941,0.00072,-0.01953,H_Artemisia,Control,95.88596126,96.4107383,76.29374416,14.23230097,0.1,-0.53,-0.39,1.33,0.75,-0.66,
,Herbs,H_Artemisia,Control,0,Artemisia,9,500,Artemisia_Control,94m,94,6.79,11.04,408.81,16.84,275.35,0.53,6.62,55.93,1836.6,177.78,134.62,1157.873,0.55,449.02,0.93,0.16,21.8482906,16.61324786,32.58547009,28.95299145,10,22,9,-0.001553865,0.020180435,-0.018738801,-0.006163669,-0.00106308,-0.013602766,-0.00107,-0.01578,H_Artemisia,5.425842399,4.125762802,8.092332184,132,0.0024,-0.01237,0.00241,-0.01248,H_Artemisia,Control,95.88596126,96.4107383,76.29374416,14.23230097,-1.89,0.7,-1.06,1.13,-1.87,0,
,Herbs,H_Artemisia,Control,0,Artemisia,9,500,Artemisia_Control,95m,95,6.5,6.29,347.42,22.95,422.75,0.63,7.66,66.29,3597.8,143.18,147.92,1292.213,0.44,260.71,2.49,0.35,19.50092421,35.48983364,23.65988909,21.34935305,4,20,4,-0.004477108,0.024477712,-0.024056517,-0.00990603,0.002342811,0.020706755,0.00243,0.02054,H_Artemisia,3.214013709,5.849200305,3.89946687,114,0.00186,-0.00871,0.00186,-0.00881,H_Artemisia,Control,95.88596126,96.4107383,76.29374416,14.23230097,0.46,-0.32,-0.39,0.68,-0.56,-0.18,
,Herbs,H_Artemisia,Drought,1,Artemisia,9,1000,Artemisia_Drought,96m,96,6.81,8.27,419.47,15.69,397.94,0.61,7.06,27.63,1458.5,178.31,137.28,1627.38,0.54,334.21,1.31,0.22,5.775234131,19.43288241,1.144640999,73.64724246,6,22,3,0.008190858,0.014974317,-0.010297708,-0.000838927,-0.006565713,-0.012002716,-0.0033,0.02453,H_Artemisia,2.794913761,9.404507113,0.478408662,104,0.00214,3.00E-05,0.00255,0.00119,H_Artemisia,Drought,95.88596126,96.4107383,76.29374416,14.23230097,-0.64,-0.64,-0.52,0.07,-1.46,0.1,
,Herbs,H_Artemisia,Drought,1,Artemisia,9,1000,Artemisia_Drought,97m,97,6.67,7.28,416.11,22.28,363.75,0.64,7.95,26.02,1073.4,125.15,177.61,1192.28,0.31,278.91,4.77,0.46,20.71552222,17.13791114,23.36987882,38.77668782,7,17,5,-0.00699637,0.00801106,-0.014870137,-0.000747867,0.003630443,0.019946337,0.00383,0.01974,H_Artemisia,4.831112905,3.996770287,5.4501413,123,0.00321,-0.0075,0.00323,-0.0076,H_Artemisia,Drought,95.88596126,96.4107383,76.29374416,14.23230097,-0.67,-0.49,-0.11,-0.41,-0.33,-0.39,
,Herbs,H_Artemisia,Drought,1,Artemisia,9,1000,Artemisia_Drought,98m,98,6.79,7.21,397.85,15.92,400.61,0.64,7.54,29.64,1358.1,176.91,141.09,2065.173,0.33,389.02,2.93,0.31,20.82405345,35.30066815,28.17371938,15.70155902,10,30,7,-0.008498214,0.029517452,-0.011073115,0.008701435,0.003507862,0.014057653,0.00369,0.01344,H_Artemisia,4.904274849,8.313663782,6.635195384,154,0.00516,-0.0027,0.00519,-0.00277,H_Artemisia,Drought,95.88596126,96.4107383,76.29374416,14.23230097,-0.61,-0.7,-0.25,0.1,-0.55,0.09,
,Herbs,H_Artemisia,Drought,1,Artemisia,9,1000,Artemisia_Drought,99m,99,6.64,17.21,427.85,23.07,409.99,0.59,6.31,32.7,1818.4,105.05,158.87,615.567,0.56,386.08,1.03,0.18,20.28357621,3.859787318,61.32335565,14.53328082,5,8,4,-0.022334423,-0.027436995,-0.00771881,-0.004623458,-0.0041011,-0.020103727,-0.00445,-0.02331,H_Artemisia,6.814873627,1.296810904,20.60341405,73,0.00062,-0.00776,0.00061,-0.00786,H_Artemisia,Drought,95.88596126,96.4107383,76.29374416,14.23230097,0.03,-0.73,-0.86,-0.27,-2.28,-0.62,
,Herbs,H_Artemisia,Drought,1,Artemisia,9,1000,Artemisia_Drought,100m(1),100,6.88,6.55,419.94,15.2,346.92,0.66,7.23,47.51,1169.1,145.16,142.52,3429.5,0.27,462.13,4.1,0.33,13.53421859,55.66905005,15.16853933,15.62819203,7,24,6,0.005639309,0.022747183,-0.023103849,-0.005841498,0.002819598,0.017572764,0.00293,0.01721,H_Artemisia,3.455019557,14.21121252,3.872229465,124,0.0025,-0.00588,0.0025,-0.00596,H_Artemisia,Drought,95.88596126,96.4107383,76.29374416,14.23230097,-1.3,-0.21,-0.34,1.09,-0.29,0.57,
,Grasses,G_Holcus,Control,0,Holcus,10,500,Holcus_Control,101m,101,7.02,4.72,335.64,6.8,429.03,0.67,7.53,31.18,7022.9,171.15,354.81,8702.78,0.23,155.92,15,1.1,29.64975845,16.18357488,30.97826087,23.1884058,6,12,7,-0.032598668,0.003356103,-0.012866415,-0.003909623,0.004965843,0.00796215,0.00526,0.00689,G_Holcus,6.370831711,3.477358246,6.656286493,112,0.00029,-0.02091,0.00028,-0.0211,G_Holcus,Control,-167.5755339,1.251562575,2.104075077,5.481231419,0.07,0.84,-0.15,0.87,2.24,1.37,
,Grasses,G_Holcus,Control,0,Holcus,10,500,Holcus_Control,102m,102,6.82,4.27,351.79,6.16,417.53,0.65,7.14,30.37,6056.1,181.21,256.44,6636.78,0.28,103.8,15.61,1.38,21.98630137,37.12328767,20.20547945,20.68493151,6,20,6,0.010537093,0.010012535,0.005161353,0.004669577,0.00143733,-0.016852093,0.00156,-0.01968,G_Holcus,4.434926775,7.488256424,4.075711523,108,0.0027,0.00046,0.00271,0.00042,G_Holcus,Control,-167.5755339,1.251562575,2.104075077,5.481231419,-0.26,0.67,-0.35,0.21,2.26,0.72,
,Grasses,G_Holcus,Control,0,Holcus,10,500,Holcus_Control,103m,103,6.86,4.48,375.88,6.07,407.48,0.67,7.37,39.76,5951.6,211,277,2241.68,0.27,117.58,14.76,1.26,11.8066561,52.09984152,12.95562599,23.13787639,6,24,8,0.002862056,0.029670752,-0.008985461,-0.000987802,0.002956955,0.009789116,0.00301,0.00891,G_Holcus,3.773107116,16.64978476,4.140288681,141,0.00051,-0.00287,0.00051,-0.00293,G_Holcus,Control,-167.5755339,1.251562575,2.104075077,5.481231419,-0.4,0.74,-0.23,0.72,1.5,-0.48,
,Grasses,G_Holcus,Control,0,Holcus,10,500,Holcus_Control,104m,104,6.58,3.33,404.15,8.73,407.03,0.67,6.91,74.24,5605.5,211,277,3570.9,0.23,254.37,9.71,0.69,14.39393939,39.74358974,19.58041958,26.28205128,8,23,12,0.00493082,0.031552863,0.009361817,0.002971101,-0.008912904,-0.071094739,-0.00849,-0.07247,G_Holcus,3.44298857,9.506551436,4.683579593,158,-0.00239,-0.00063,-0.00243,-0.00063,G_Holcus,Control,-167.5755339,1.251562575,2.104075077,5.481231419,-0.29,0.61,-0.51,1.23,0.81,0.32,
,Grasses,G_Holcus,Control,0,Holcus,10,500,Holcus_Control,105m,105,6.86,3.52,414.48,6.47,343.46,0.67,7.05,29.02,5975.4,281.05,221.23,6805.18,0.24,160.48,14.16,1.05,54.17867435,9.726224784,28.0259366,8.069164265,6,7,6,-0.061520719,-0.05681763,-0.007991091,9.11E-05,0.005722861,0.014753906,0.00594,0.01408,G_Holcus,9.523809524,1.709726444,4.926545086,90,0.0011,-0.01401,0.00109,-0.01414,G_Holcus,Control,-167.5755339,1.251562575,2.104075077,5.481231419,-1.1,1.39,-0.3,0.28,1.7,0.98,
,Grasses,G_Holcus,Drought,1,Holcus,10,1000,Holcus_Drought,106m,106,6.83,4.35,285.18,6,446.51,0.62,6.61,40.06,3870.6,361.27,188.44,4377.98,0.23,129.6,19.14,1.36,51.05105105,17.91791792,21.32132132,9.70970971,5,8,3,-0.027357109,0.011984808,-0.013316489,-0.004887944,-0.001769088,0.021783974,-0.00199,0.02157,G_Holcus,6.866837216,2.410125219,2.867914367,78,-0.00039,-0.01455,-0.0004,-0.01468,G_Holcus,Drought,-167.5755339,1.251562575,2.104075077,5.481231419,-0.31,-0.29,-0.67,0.62,2.33,0.03,
,Grasses,G_Holcus,Drought,1,Holcus,10,1000,Holcus_Drought,107m,107,6.59,4.64,396.78,6.55,419.47,0.65,7.35,25.4,4744,188.98,328.54,6654.7,0.26,124.75,15.59,1.25,26.09970674,5.058651026,41.23900293,27.6026393,9,13,6,-0.062849392,-0.019649479,-0.021750712,-0.007155668,0.007240441,-0.004376076,0.00763,-0.00624,G_Holcus,9.071219264,1.758185756,14.33303606,112,0.00153,-0.01849,0.00153,-0.01865,G_Holcus,Drought,-167.5755339,1.251562575,2.104075077,5.481231419,-0.43,0.24,-0.27,-0.69,1.94,0.77,
,Grasses,G_Holcus,Drought,1,Holcus,10,1000,Holcus_Drought,108m,108,6.52,3.86,357.28,6.8,425.47,0.55,6.04,52.21,6219,145.08,383.96,5707.38,0.29,117.75,12.51,1.16,0,23.52941176,76.47058824,0,0,1,1,-0.004556361,0.014835102,-0.004814626,-0.004189334,-0.005283236,0.022481503,-0.00577,0.02202,G_Holcus,0,3.669724771,11.9266055,6,0.00111,0.00355,0.00111,0.0035,G_Holcus,Drought,-167.5755339,1.251562575,2.104075077,5.481231419,-0.1,0.63,-1.18,0.14,1.8,0.58,
,Grasses,G_Holcus,Drought,1,Holcus,10,1000,Holcus_Drought,109m,109,6.81,4,453.82,6.57,408.15,0.68,6.23,22.28,4489,382.2,226.13,3669.78,0.24,145.59,15.51,1.16,24.69733656,22.88135593,38.37772397,14.04358354,8,10,8,-0.023079091,0.016835693,-0.006693646,-0.002602642,-0.000206739,0.007546726,-0.00019,0.00661,G_Holcus,2.620087336,2.427433856,4.071410223,98,0.0024,-0.00223,0.00241,-0.00231,G_Holcus,Drought,-167.5755339,1.251562575,2.104075077,5.481231419,-0.6,0.28,-0.51,-0.16,1.34,0.03,
,Grasses,G_Holcus,Drought,1,Holcus,10,1000,Holcus_Drought,110m,110,6.5,5.91,318.07,8.16,432.05,0.59,7.48,24.08,4282.6,275.49,283.94,6510.78,0.27,99.22,17.57,1.49,30.449069,27.16319825,14.67688938,27.71084337,8,13,8,-0.019579906,0.020840391,-0.021272363,-0.007575204,-0.002112632,0.014115924,-0.00233,0.0135,G_Holcus,3.793668122,3.384279476,1.82860262,111,0.00154,-0.01277,0.00154,-0.0129,G_Holcus,Drought,-167.5755339,1.251562575,2.104075077,5.481231419,-0.26,-0.04,-0.45,-1.02,2.46,0.51,
,Grasses,G_Arrhenatherum,Control,0,Arrhenatherum,11,500,Arrhenatherum_Control,111m,111,6.64,4.19,321.47,5.81,415.77,0.6,7.57,57.06,4624.4,257.66,309,4394.78,0.24,329.69,6.86,0.51,39.5044735,11.83757743,38.67859601,9.979353063,7,8,5,-0.053704707,-0.006193701,-0.009910941,-0.002344755,-0.001890623,0.005887777,-0.00206,0.00462,G_Arrhenatherum,7.575557609,2.270027715,7.417183582,92,0.00122,-0.01494,0.00122,-0.01509,G_Arrhenatherum,Control,-167.2854506,1.243513554,2.083941834,5.410042374,-0.54,0.25,-0.49,0.74,0.79,0.64,
,Grasses,G_Arrhenatherum,Control,0,Arrhenatherum,11,500,Arrhenatherum_Control,112m,112,6.29,5.87,432.7,11.63,406.25,0.57,6.41,83.18,3495.7,275.1,256.4,2548.367,0.23,287.61,8.47,0.61,49.77272727,8.03030303,24.92424242,17.27272727,6,8,6,-0.022596368,0.006002328,-0.008730115,-0.001866811,-0.001446045,0.019684105,-0.00164,0.0192,G_Arrhenatherum,9.192668252,1.483139779,4.603330069,80,0.00169,-0.00804,0.00169,-0.00815,G_Arrhenatherum,Control,-167.2854506,1.243513554,2.083941834,5.410042374,-0.47,-0.06,-1.09,0.68,0.3,-0.04,
,Grasses,G_Arrhenatherum,Control,0,Arrhenatherum,11,500,Arrhenatherum_Control,113m,113,6.69,10.53,780.07,14.85,429.44,0.74,7.33,66.34,3206.2,216.92,412.77,3982.987,0.22,256.26,9.86,0.69,29.23809524,18.66666667,23.80952381,28.28571429,6,10,4,-0.009151124,0.0220559,-0.015354753,-0.002932064,-0.00023314,0.02144579,-0.00031,0.02106,G_Arrhenatherum,4.109772423,2.623828648,3.346720214,85,0.00226,-0.00731,0.00227,-0.00742,G_Arrhenatherum,Control,-167.2854506,1.243513554,2.083941834,5.410042374,-0.04,-0.42,-0.08,1.26,-0.85,0.18,
,Grasses,G_Arrhenatherum,Control,0,Arrhenatherum,11,500,Arrhenatherum_Control,114m,114,6.83,5.2,340.92,12.06,446.52,0.6,6.85,38.46,4719.6,301.57,258.33,7280.38,0.25,477.1,4.17,0.33,16.35883905,21.37203166,35.44415128,26.82497801,5,8,6,-0.034682244,-0.052712512,-0.018870094,-0.007192906,-0.001718601,-0.015337557,-0.00179,-0.01808,G_Arrhenatherum,2.482316829,3.243026825,5.37835313,99,-0.00094,-0.02484,-0.00096,-0.02504,G_Arrhenatherum,Control,-167.2854506,1.243513554,2.083941834,5.410042374,0.22,-0.1,-0.66,0.56,0.56,1.7,
,Grasses,G_Arrhenatherum,Control,0,Arrhenatherum,11,500,Arrhenatherum_Control,115m,115,6.98,3.57,288.34,10.82,402.77,0.61,7.15,26.78,2681.9,217.95,387.6,4280.08,0.28,328.63,4.84,0.43,30.19447288,20.57318321,21.80143296,27.43091095,4,13,5,-0.010279392,0.025469623,-0.01349999,-0.00100022,-0.002875073,0.019360328,-0.00315,0.01891,G_Arrhenatherum,4.064480573,2.76935795,2.934692753,97,0.00153,-0.01181,0.00154,-0.01193,G_Arrhenatherum,Control,-167.2854506,1.243513554,2.083941834,5.410042374,-0.69,-0.27,-0.48,0.56,0.69,0.7,
,Grasses,G_Arrhenatherum,Drought,1,Arrhenatherum,11,1000,Arrhenatherum_Drought,116m,116,7.04,4.37,350.64,7.56,432.37,0.6,8.06,40.12,3364.5,254.36,342.89,9278.8,0.36,175.62,5.43,0.62,19.15052161,17.2876304,34.64977645,28.91207154,6,14,7,-0.004780567,0.027852573,-0.02735488,-0.012315612,0.005439044,0.012377814,0.00573,0.0117,G_Arrhenatherum,3.503271538,3.162486369,6.338604144,103,0.00127,-16,0.00127,-0.01616,G_Arrhenatherum,Drought,-167.2854506,1.243513554,2.083941834,5.410042374,-0.45,-0.32,-0.26,1.3,1.17,1.89,
,Grasses,G_Arrhenatherum,Drought,1,Arrhenatherum,11,1000,Arrhenatherum_Drought,117m,117,6.96,6.06,430.85,6.58,310.38,0.6,7.03,24.18,2711.5,294.85,298.18,6734.9,0.28,159.68,10.03,0.89,13.71900826,42.47933884,13.38842975,30.41322314,7,22,4,0.006115381,0.02743923,0.005388042,0.003261483,0.002319943,0.022572762,0.00241,0.02249,G_Arrhenatherum,3.282362246,10.163459,3.20326918,125,0.00053,-0.00128,0.00052,-0.00133,G_Arrhenatherum,Drought,-167.2854506,1.243513554,2.083941834,5.410042374,-2.01,0.72,-0.55,0.39,1.15,0.91,
,Grasses,G_Arrhenatherum,Drought,1,Arrhenatherum,11,1000,Arrhenatherum_Drought,118m,118,6.94,10.47,716.37,12.6,446.44,0.73,7.62,47.9,2167.5,294.71,288.18,6851.087,0.29,165.9,8.95,0.82,21.41744548,20.24922118,45.17133956,13.16199377,6,9,8,-0.014351057,0.023341889,-0.011429707,-0.000322886,0.003515835,-0.025742728,0.00385,-0.02885,G_Arrhenatherum,3.605611643,3.408941917,7.604562738,100,2,-0.01563,0.00201,-0.01578,G_Arrhenatherum,Drought,-167.2854506,1.243513554,2.083941834,5.410042374,-0.17,-0.88,0.05,1.3,-0.23,0.86,
,Grasses,G_Arrhenatherum,Drought,1,Arrhenatherum,11,1000,Arrhenatherum_Drought,119m,119,6.71,5.09,323.43,8.61,382.57,0.63,7.36,36.39,2484.4,271.9,325.82,7661.567,0.31,155.96,8.58,0.83,32.77737491,12.98042059,32.55982596,21.68237854,7,15,5,-0.027555572,0.020186409,-0.014564841,-0.006828065,0.005165247,0.012983057,0.00547,0.01226,G_Arrhenatherum,5.904637492,2.338340954,5.86544742,108,0.00248,-0.01059,0.00248,-0.01071,G_Arrhenatherum,Drought,-167.2854506,1.243513554,2.083941834,5.410042374,-1.1,-0.1,-0.38,0.12,1.51,1.22,
,Grasses,G_Arrhenatherum,Drought,1,Arrhenatherum,11,1000,Arrhenatherum_Drought,120m,120,6.75,4.32,332.97,5.72,369.32,1.27,14.92,19.48,4258,276.36,275.99,9043.667,0.28,205.43,7.8,0.69,21.20730739,9.849086577,36.45750596,32.48610008,9,14,7,-0.083951728,-0.054956798,-0.008734799,-0.000395656,0.005728521,-0.020600237,0.00608,-0.0228,G_Arrhenatherum,6.900116294,3.204548391,11.86199767,112,-0.00044,-0.0275,-0.00046,-0.02771,G_Arrhenatherum,Drought,-167.2854506,1.243513554,2.083941834,5.410042374,-1.14,0.61,4.59,-0.24,1.53,1.75,
,Legume,L_Vicia,Control,0,Vicia,12,500,Vicia_Control,131m,131,6.93,40.39,389.14,32.87,377.8,0.68,5.83,18.16,5186.4,167.11,435.21,2448.073,0.58,307,1.25,0.23,18.01242236,28.81987578,12.04968944,41.11801242,5,14,4,0.001270292,0.015502191,-0.008641505,-0.000311907,-0.002417693,0.025209646,-0.00267,0.02511,L_Vicia,3.126347564,5.002156102,2.091418715,97,0.00233,-0.00061,0.00233,-0.00067,L_Vicia,Control,90.30458006,-123.7594517,32.79987761,26.2411868,0.85,0.52,-0.63,0.03,-3.11,-1.66,
,Legume,L_Vicia,Control,0,Vicia,12,500,Vicia_Control,132m,132,6.94,42.99,405.89,30.5,395.67,0.69,8.17,25.71,7173.5,243.9,344.01,2509.08,0.73,273.53,0.87,0.2,29.07563025,24.11764706,23.94957983,22.85714286,7,7,8,-0.018419648,-0.006112266,-0.009882074,0.002165206,-0.001655269,-0.005306759,-0.00182,-0.0074,L_Vicia,6.304664723,5.229591837,5.193148688,94,0.0031,-0.00805,0.00312,-0.00816,L_Vicia,Control,90.30458006,-123.7594517,32.79987761,26.2411868,1.23,0.97,0.16,0.42,-3.79,-1.66,
,Legume,L_Vicia,Control,0,Vicia,12,500,Vicia_Control,133m,133,6.68,28.43,422.04,41.7,453.94,1.29,13.55,72.38,1615.4,183.62,433.65,187.9,0.26,311.11,6.34,0.51,36.36363636,17.24461106,33.45829428,12.93345829,7,27,6,-0.025983591,0.004219229,-0.020353936,-0.003203776,0.000757947,0.010905479,0.00078,0.01001,L_Vicia,9.948717949,4.717948718,9.153846154,129,0.00307,-0.00839,0.00308,-0.0085,L_Vicia,Control,90.30458006,-123.7594517,32.79987761,26.2411868,1.69,-1.44,4.03,1.64,-1.44,-2,
,Legume,L_Vicia,Control,0,Vicia,12,500,Vicia_Control,134m,134,6.82,44.95,384.75,33.07,415.63,0.68,7.31,29.43,2704.7,198209,404.29,1139.567,0.51,324.36,1.53,0.24,30.3490991,27.92792793,16.72297297,25,8,17,6,-0.034001884,-0.019389227,-0.024740514,-0.009671699,-0.002080886,-0.015326749,-0.00223,-0.01809,L_Vicia,6.961126178,6.405785871,3.835722588,121,0.00106,-0.01874,0.00106,-0.0189,L_Vicia,Control,90.30458006,-123.7594517,32.79987761,26.2411868,0.88,-0.63,-0.18,0.18,-3.28,-2.37,
,Legume,L_Vicia,Control,0,Vicia,12,500,Vicia_Control,135m,135,6.84,38.23,433.67,43.35,464.61,0.61,7.98,26.15,4614.8,198209,404.29,2680.58,0.54,400.79,1.08,0.18,32.12508884,19.6872779,12.50888415,35.67874911,7,14,4,-0.002591432,0.031406722,-0.01088906,-0.002238783,-0.001018752,0.023432851,-0.00116,0.02321,L_Vicia,5.923984273,3.630406291,2.306684142,93,0.0032,-0.00296,0.00322,-0.00302,L_Vicia,Control,90.30458006,-123.7594517,32.79987761,26.2411868,2.41,-0.64,-0.21,0.12,-3.17,-1.32,
,Legume,L_Vicia,Drought,1,Vicia,12,1000,Vicia_Drought,136m,136,6.56,34.72,428.5,28.62,370.57,0.62,6.84,66.88,2671.4,241.23,331.12,1718.7,0.53,405.4,1.13,0.19,29.00390625,17.7734375,30.6640625,22.55859375,7,15,6,-0.02366766,0.014590055,-0.018534501,-0.007895536,0.000946423,0.017534237,0.00095,0.01722,L_Vicia,3.91975716,2.402006071,4.144120364,107,0.00182,-0.01482,0.00182,-0.01496,L_Vicia,Drought,90.30458006,-123.7594517,32.79987761,26.2411868,0.08,-0.13,-0.7,0.87,-3.03,-1.39,
,Legume,L_Vicia,Drought,1,Vicia,12,1000,Vicia_Drought,137m,137,6.71,27.34,421.94,26,325.6,0.68,7.43,15.73,2754.8,229.41,416.92,736.1,0.51,423.76,1.15,0.18,6.920415225,27.33564014,56.40138408,9.342560554,1,2,4,-0.004212289,0.016304978,-0.004621435,-0.002858034,-0.000190167,0.025051589,-0.00027,0.02506,L_Vicia,1.192605844,4.710793083,9.719737627,32,0.00218,0.00291,0.00218,0.00286,L_Vicia,Drought,90.30458006,-123.7594517,32.79987761,26.2411868,-0.58,0.37,-0.09,-0.71,-2.68,-1.21,
,Legume,L_Vicia,Drought,1,Vicia,12,1000,Vicia_Drought,138m,138,6.8,40.3,447.64,29.62,409.82,0.6,7.32,27.93,2200.1,182.01,300.29,921.68,0.5,468.56,1.08,0.17,31.08419839,30.16147636,24.27912341,14.47520185,7,22,6,-0.053865775,-0.014637523,-0.032664668,-0.012460091,0.004081244,-0.001508105,0.00434,-0.00324,L_Vicia,7.360371432,7.141881742,5.749009969,130,0.00207,-0.01771,0.00208,-0.01786,L_Vicia,Drought,90.30458006,-123.7594517,32.79987761,26.2411868,0.51,-0.68,-0.47,0.05,-3.5,-1.88,
,Legume,L_Vicia,Drought,1,Vicia,12,1000,Vicia_Drought,139m,139,6.63,38.8,436.63,30.89,409.51,0.7,8.04,17.02,3393.8,241.83,398.92,1840.18,0.56,386.94,1.06,0.19,18.89156627,53.78313253,10.60240964,16.72289157,6,23,7,-0.01425544,0.026321377,-0.030298847,-0.009433933,-0.002544999,-0.003392562,-0.00277,-0.0054,L_Vicia,5.194805195,14.78929234,2.915451895,121,0.00232,-0.00531,0.00233,-0.00539,L_Vicia,Drought,90.30458006,-123.7594517,32.79987761,26.2411868,0.79,-0.33,0.18,-0.89,-3.34,-1.6,
